id ; iName ; eng ; jpn ; tchi ; schi ; kor ; fre ; ger ; spa ; ita ; dut ; rus ; color ; size ; 
004F ; FtrBabybed ; baby bed ; ベビーベッド ; 嬰兒床 ; 婴儿床 ; 아기 침대 ; lit bébé ; Babybett ; cuna ; lettino ; babybed ; кроватка ; Beige ; 1_0x1_0
1364 ; RoomTexFloorBamboo00 ; bamboo flooring ; バンブーなゆか ; 竹子地板 ; 竹子地板 ; 대나무 바닥 ; sol en bambou ; Bambusboden ; suelo bambú ; pavimento bambù ; bamboevloer ; бамбуковый пол ; Green ; 1_0x1_0
1365 ; RoomTexFloorMorocco00 ; beige Moroccan flooring ; ベージュのモロッカンタイルゆか ; 米色摩洛哥磚地板 ; 米色摩洛哥砖地板 ; 베이지 모로칸 타일 바닥 ; sol treillis marocain beige ; Beige-Marokko-Boden ; losa marroquí beis ; pavim. marocchino beige ; beige Marokkaanse vloer ; бежевый марокк. пол ; Beige ; 1_0x1_0
1366 ; RoomTexFloorMorocco01 ; blue Moroccan flooring ; ブルーのモロッカンタイルゆか ; 藍色摩洛哥磚地板 ; 蓝色摩洛哥砖地板 ; 블루 모로칸 타일 바닥 ; sol treillis marocain bleu ; Blaugrau-Marokko-Boden ; losa marroquí azul ; pavimento marocchino blu ; kleurige Marokkaanse vloer ; голубой марокк. пол ; Blue ; 1_0x1_0
1367 ; RoomTexFloorRattan00 ; rattan flooring ; ラタンのゆか ; 藤編地板 ; 藤编地板 ; 라탄 바닥 ; sol jonc ; Flechtboden ; suelo ratán ; pavimento di rattan ; rotanvloer ; тростниковый пол ; Beige ; 1_0x1_0
1368 ; RoomTexFloorLunar00 ; lunar surface ; げつめんのゆか ; 月球表面地板 ; 月球表面地板 ; 달표면 바닥 ; sol lunaire ; Mondlandschaft ; superficie lunar ; suolo lunare ; maanlandschap ; лунный пол ; White ; 1_0x1_0
1369 ; RoomTexFloorCork00 ; cork flooring ; コルクフローリング ; 軟木地板 ; 软木地板 ; 코르크 바닥 ; sol liège ; Korkboden ; suelo corcho ; pavimento di sughero ; kurken vloer ; пробковый пол ; Beige ; 1_0x1_0
136A ; RoomTexFloorSand00 ; sandy-beach flooring ; すなはまのゆか ; 沙灘地板 ; 沙滩地板 ; 모래사장 바닥 ; sol plage de sable ; Sandboden ; suelo playa tropical ; pavimento spiaggia ; zandstrandvloer ; пляжный пол ; Beige ; 1_0x1_0
136B ; RoomTexFloorTileTerracotta00 ; terra-cotta flooring ; テラコッタタイルのゆか ; 陶磚地板 ; 陶砖地板 ; 테라코타 타일 바닥 ; sol terre cuite ; Terrakottaboden ; losa terracota ; pavimento terracotta ; terracotta vloer ; керамический пол ; Orange ; 1_0x1_0
136C ; RoomTexFloorHempTile00 ; hexagonal floral flooring ; あさのはタイルのゆか ; 麻葉紋磚地板 ; 麻叶纹砖地板 ; 삼잎 타일 바닥 ; sol hexagones floraux ; Blattmusterboden ; suelo flor hexagonal ; pavimento esagoni floreali ; zesbladerigebloemvloer ; пол с шестилистниками ; White ; 1_0x1_0
136D ; RoomTexFloorSquareTile00 ; random-square-tile flooring ; ランダムスクエアタイルのゆか ; 不規則方形磚地板 ; 不规则方形砖地板 ; 랜덤 사각 타일 바닥 ; sol carreaux isatis ; Rechteckfliesenboden ; losa irregular ; pavimento piastrelle casuali ; wirwartegelvloer ; пол из плитки без узора ; White ; 1_0x1_0
136E ; RoomTexFloorBrick00 ; white-brick flooring ; しろレンガのゆか ; 白色磚塊地板 ; 白色砖块地板 ; 하얀 벽돌 바닥 ; sol briques blanches ; Weißziegelboden ; suelo ladrillo blanco ; pavimento mattoni bianchi ; witte bakstenen vloer ; пол из белого кирпича ; White ; 1_0x1_0
136F ; RoomTexFloorBrick01 ; red-brick flooring ; あかレンガのゆか ; 紅色磚塊地板 ; 红色砖块地板 ; 빨간 벽돌 바닥 ; sol briques rouges ; Rotziegelboden ; suelo ladrillo rojo ; pavimento mattoni rossi ; rode bakstenen vloer ; пол из красного кирпича ; Red ; 1_0x1_0
1370 ; RoomTexFloorBrick02 ; black-brick flooring ; くろレンガのゆか ; 黑色磚塊地板 ; 黑色砖块地板 ; 검정 벽돌 바닥 ; sol briques noires ; Schwarzziegelboden ; suelo ladrillo negro ; pavimento mattoni neri ; zwarte bakstenen vloer ; пол из черного кирпича ; Black ; 1_0x1_0
1371 ; RoomTexFloorRush00 ; floral rush-mat flooring ; はなござ ; 花紋草蓆 ; 花纹草席 ; 꽃무늬 돗자리 바닥 ; sol bouquets fleuris ; Blumen-Binsenboden ; suelo estera floral ; pavimento floreale ; gebloemde biezen matten ; циновка на пол с цветами ; White ; 1_0x1_0
1372 ; RoomTexFloorGravel00 ; gravel flooring ; たまじゃりのゆか ; 碎石地板 ; 碎石地板 ; 자갈 바닥 ; sol gravier ; Kieselsteinboden ; suelo gravilla ; pavimento di ghiaia ; kiezelsteenvloer ; гравийный пол ; Gray ; 1_0x1_0
1373 ; RoomTexFloorLawn00 ; backyard lawn ; しばふのゆか ; 草坪地板 ; 草坪地板 ; 잔디밭 바닥 ; gazon patio ; Wiese ; suelo césped ; moquette cortile ; tuingazon ; пол-лужайка ; Green ; 1_0x1_0
1374 ; RoomTexFloorFarm00 ; field flooring ; はたけのゆか ; 旱田地板 ; 旱田地板 ; 들판 바닥 ; sol champ ; Feld ; suelo huerto ; pavimento orto ; veld ; пол-поле ; Brown ; 1_0x1_0
1375 ; RoomTexFloorCottonSoil00 ; dirt flooring ; つちのゆか ; 土壤地板 ; 土壤地板 ; 흙 바닥 ; sol terre ; Matschboden ; suelo choza tierra ; pavimento terroso ; aarde ; грунтовый пол ; Brown ; 1_0x1_0
1376 ; RoomTexFloorWrestling00 ; boxing-ring mat ; プロレスのゆか ; 職業摔角地板 ; 职业摔角地板 ; 레슬링 경기장 바닥 ; sol arène de catch ; Boxringboden ; moqueta boxeo ; moquette ring ; boksringmat ; пол для ринга ; Blue ; 1_0x1_0
1377 ; RoomTexFloorDesert00 ; Saharah's desert ; さばくなゆか ; 沙漠地板 ; 沙漠地板 ; 사막 바닥 ; sol désert ; Saharagrund ; suelo desierto ; deserto Sahara ; woestijnvloer ; пол «Пустыня Сахары» ; Beige ; 1_0x1_0
1378 ; RoomTexFloorWilderness00 ; western desert ; こうやのゆか ; 曠野地板 ; 旷野地板 ; 황야 바닥 ; sol Far West ; Wüstengrund ; suelo Oeste ; deserto west ; westernvloer ; пол в стиле вестерн ; Beige ; 1_0x1_0
1379 ; RoomTexFloorEmptyLot00 ; sandlot ; あきちのゆか ; 空地地板 ; 空地地板 ; 공터 바닥 ; sol sable ; Sandplatz ; suelo cancha ; pavimento sabbia ; zandvloer ; пустырный пол ; Yellow ; 1_0x1_0
137A ; RoomTexFloorBill00 ; money flooring ; マネーなゆか ; 金錢地板 ; 金钱地板 ; 돈다발 바닥 ; sol billets de banque ; Monetenboden ; suelo dinero ; pavimento banconote ; poenvloer ; пол с купюрами ; White ; 1_0x1_0
137B ; RoomTexFloorHoneycombWood00 ; cubic parquet flooring ; キュービックなよせぎのゆか ; 立方嵌木地板 ; 立方嵌木地板 ; 정육면체 나무 바닥 ; parquet cubes trompe-l'œil ; Tafelparkett ; parqué cúbico ; parquet cubi illusori ; kubusparket ; наборный паркет ; Orange ; 1_0x1_0
137C ; RoomTexFloorAtelier00 ; paintball flooring ; アトリエのゆか ; 畫室地板 ; 画室地板 ; 아틀리에 바닥 ; sol paintball ; Farbklecksboden ; suelo pintura ; pavimento atelier ; paintballvloer ; пол с кляксами ; White ; 1_0x1_0
137D ; RoomTexFloorGelande00 ; ski-slope flooring ; ゲレンデのゆか ; 滑雪場地板 ; 滑雪场地板 ; 스키장 바닥 ; sol piste de ski ; Skipistenboden ; suelo esquí ; pavimento pista da sci ; skihellingvloer ; пол «Лыжный курорт» ; White ; 1_0x1_0
137E ; RoomTexFloorAutumun00 ; colored-leaves flooring ; こうようのゆか ; 楓葉地板 ; 枫叶地板 ; 단풍 바닥 ; sol automne ; Herbstlaubboden ; suelo otoñal ; pavimento autunnale ; herfstblaadjesvloer ; пол «Листопад» ; Orange ; 1_0x1_0
137F ; RoomTexFloorSimpleParquet00 ; light wood-pattern flooring ; ライトなよせぎざいくのゆか ; 淺色嵌木地板 ; 浅色系嵌木地板 ; 밝은 나무 바닥 ; sol marqueterie brun clair ; Hellparkett ; parqué geométrico claro ; parquet intarsiato chiaro ; licht intarsiaparket ; светлый паркетный пол ; Beige ; 1_0x1_0
1380 ; RoomTexFloorSimpleParquet01 ; dark wood-pattern flooring ; ダークなよせぎざいくのゆか ; 深色嵌木地板 ; 深色系嵌木地板 ; 어두운 나무 바닥 ; sol marqueterie brun foncé ; Dunkelparkett ; parqué geométrico oscuro ; parquet intarsiato scuro ; donker intarsiaparket ; темный паркетный пол ; Black ; 1_0x1_0
1381 ; RoomTexFloorMosaicTile00 ; floral mosaic-tile flooring ; フローラルなモザイクタイル ; 花式馬賽克磚 ; 花式马赛克砖地板 ; 플라워 모자이크 타일 바닥 ; sol mosaïque florale ; Mosaikfliesenboden ; suelo mosaico tradicional ; pavimento mosaico floreale ; bloemmozaïektegelvloer ; мозаичный пол «Цветы» ; White ; 1_0x1_0
1382 ; RoomTexFloorTileWood00 ; argyle tile flooring ; アーガイルなタイルのゆか ; 菱格紋磚地板 ; 菱格纹砖地板 ; 아가일 타일 바닥 ; sol carreaux et lattes ; Rautenfliesenboden ; losa mosaico rombos ; pavimento piastrelle rombi ; geruite tegelvloer ; пол из плитки в ромбик ; White ; 1_0x1_0
1383 ; RoomTexFloorPatchworkTile00 ; patchwork-tile flooring ; パッチワークタイルのゆか ; 拼花磚地板 ; 拼接砖地板 ; 패치워크 타일 바닥 ; sol dallage patchwork ; Kunterbunt-Fliesenboden ; losa variada ; pavimento patchwork ; patchworktegelvloer ; пол из разных плиток ; White ; 1_0x1_0
1384 ; RoomTexFloorAthletics00 ; racetrack flooring ; レーストラックのゆか ; 賽車賽道地板 ; 赛车赛道地板 ; 경주 트랙 바닥 ; sol piste d'athlétisme ; Rennbahnboden ; suelo pista de atletismo ; pavimento pista d'atletica ; atletiekbaan ; пол-ипподром ; Green ; 1_0x1_0
1385 ; RoomTexFloorParking00 ; parking flooring ; パーキングのゆか ; 停車場地板 ; 停车场地板 ; 주차장 바닥 ; sol parking ; Parkplatzboden ; suelo aparcamiento ; pavimento parcheggio ; parkeerplaats ; пол-парковка ; Black ; 1_0x1_0
1386 ; RoomTexFloorArchBrick00 ; arched-brick flooring ; アーチレンガのゆか ; 弧形磚塊地板 ; 弧形砖块地板 ; 아치 벽돌 바닥 ; sol arches briques ; Kopfsteinpflaster ; suelo arco adoquines ; pavimento sampietrini ; kasseien vloer ; пол с арочным узором ; Brown ; 1_0x1_0
1387 ; RoomTexFloorHoney00 ; honeycomb flooring ; ハチミツなゆか ; 蜂蜜地板 ; 蜂蜜地板 ; 벌집 바닥 ; sol rayons de miel ; Bienenwabenboden ; suelo meloso ; pavimento alveare ; honingraatvloer ; пол «Соты» ; Yellow ; 1_0x1_0
1388 ; RoomTexFloorSimpleCarpet00 ; simple red flooring ; あかいシンプルカーペット ; 紅色簡約地板 ; 红色简约地毯 ; 빨간 심플 카펫 바닥 ; moquette rouge ; Rotteppichboden ; suelo liso rojo ; pavimento semplice rosso ; simpele rode vloer ; простой красный пол ; Red ; 1_0x1_0
1389 ; RoomTexFloorSimpleCarpet01 ; simple blue flooring ; あおいシンプルカーペット ; 藍色簡約地板 ; 蓝色简约地毯 ; 파란 심플 카펫 바닥 ; moquette bleue ; Blauteppichboden ; suelo liso azul ; pavimento semplice blu ; simpele blauwe vloer ; простой синий пол ; Blue ; 1_0x1_0
138B ; RoomTexFloorSimpleCarpet03 ; simple purple flooring ; むらさきのシンプルカーペット ; 紫色簡約地板 ; 紫色简约地毯 ; 보라 심플 카펫 바닥 ; moquette violette ; Lilateppichboden ; suelo liso morado ; pavimento semplice viola ; simpele paarse vloer ; простой фиолет. пол ; Purple ; 1_0x1_0
138C ; RoomTexFloorSimpleCarpet04 ; simple white flooring ; しろいシンプルカーペット ; 白色簡約地板 ; 白色简约地毯 ; 하얀 심플 카펫 바닥 ; moquette blanche ; Weißteppichboden ; suelo liso blanco ; pavimento semplice bianco ; simpele witte vloer ; простой белый пол ; White ; 1_0x1_0
138D ; RoomTexFloorGrassland00 ; daisy meadow ; そうげんのゆか ; 草原地板 ; 草原地板 ; 초원 바닥 ; sol pâquerettes ; Alpengrund ; prado margaritas ; prato fiorito ; madeliefjesveld ; пол с ромашками ; Green ; 1_0x1_0
138E ; RoomTexFloorGrassland01 ; wildflower meadow ; くさばなのじゅうたん ; 花草地板 ; 花草地板 ; 풀꽃 카펫 바닥 ; sol fleurs sauvages ; Blumenwiese ; suelo silvestre ; prato selvatico ; bloemenweide ; пол с луговыми цветами ; Green ; 1_0x1_0
138F ; RoomTexFloorSidewalk00 ; crosswalk flooring ; おうだんほどうのゆか ; 斑馬線地板 ; 斑马线地板 ; 횡단보도 바닥 ; sol passage piéton ; Zebrastreifenboden ; suelo paso de cebra ; pavimento strisce pedonali ; zebrapadvloer ; пол с зеброй ; Beige ; 1_0x1_0
1390 ; RoomTexFloorSidewalk01 ; sidewalk flooring ; ほどうのゆか ; 人行道地板 ; 人行道地板 ; 보도블록 바닥 ; sol rue piétonne ; Bürgersteigboden ; suelo acera ; pavimento marciapiede ; trottoirvloer ; пол с тротуаром ; Gray ; 1_0x1_0
1391 ; RoomTexFloorPlatform00 ; train-station flooring ; えきのホームなゆか ; 車站月台地板 ; 车站月台地板 ; 승강장 바닥 ; sol quai de gare ; Bahnsteigboden ; suelo vías ferroviarias ; pavimento banchina treno ; spoorwegvloer ; перрон ; Beige ; 1_0x1_0
1392 ; RoomTexFloorScramble00 ; scramble crosswalk ; スクランブルこうさてん ; 全向十字路口 ; 全向十字路口 ; 대각선 횡단보도 ; sol passages piétons ; Kreuzungsboden ; suelo paso de cebra en cruz ; pavimento incrocio pedoni ; kruispuntvloer ; пол с перекрестком зебр ; Gray ; 1_0x1_0
1393 ; RoomTexFloorStratum00 ; dig-site flooring ; ちていのゆか ; 地底地板 ; 地底地板 ; 땅속 바닥 ; sol fossiles ; Fossilienboden ; suelo yacimiento ; pavimento archeologico ; opgravingsvloer ; пол «Раскоп» ; Brown ; 1_0x1_0
1394 ; RoomTexFloorDynasty00 ; imperial tile ; おうちょうなゆか ; 王朝地板 ; 皇家地板 ; 왕조 바닥 ; sol shogun ; Samuraiboden ; losa imperial ; pavimento cinese ; keizerlijke tegelvloer ; пол в азиатском стиле ; White ; 1_0x1_0
1395 ; RoomTexFloorArena00 ; sumo ring ; どひょう ; 相撲擂台 ; 相扑擂台 ; 씨름판 ; sol sumotori ; Sumoringboden ; suelo cuadrilátero de sumo ; pavimento ring di sumo ; sumo-ring ; пол для сумо ; Beige ; 1_0x1_0
1397 ; RoomTexFloorCamouflage00 ; camo flooring ; めいさいのゆか ; 迷彩地板 ; 迷彩地板 ; 밀리터리 바닥 ; sol camouflage ; Tarnboden ; suelo camuflaje ; pavimento mimetico ; camouflagevloer ; пол «Камуфляж» ; Black ; 1_0x1_0
1398 ; RoomTexFloorCamouflage01 ; blue camo flooring ; ブルーめいさいのゆか ; 藍色迷彩地板 ; 蓝色迷彩地板 ; 블루 밀리터리 바닥 ; sol camouflage bleu ; Blau-Tarnboden ; suelo camuflaje azul ; pavimento mimetico blu ; blauwe camouflagevloer ; синий пол «Камуфляж» ; Blue ; 1_0x1_0
1399 ; RoomTexFloorCamouflage02 ; purple camo flooring ; パープルめいさいのゆか ; 紫色迷彩地板 ; 紫色迷彩地板 ; 퍼플 밀리터리 바닥 ; sol camouflage violet ; Lila-Tarnboden ; suelo camuflaje lila ; pavimento mimetico viola ; paarse camouflagevloer ; фиолет. пол «Камуфляж» ; Purple ; 1_0x1_0
139A ; RoomTexFloorCommon00 ; common flooring ; よくあるゆかいた ; 常見地板 ; 常见地板 ; 평범한 바닥 ; sol ordinaire ; Normalboden ; suelo básico ; pavimento comune ; standaardvloer ; обычный пол ; Brown ; 1_0x1_0
139B ; RoomTexFloorSimple00 ; pine-board flooring ; パインざいフローリング ; 松木地板 ; 松木地板 ; 레드우드 마룻바닥 ; sol lattes sapin ; Kiefernboden ; entarimado pino ; pavimento in assi di pino ; dennenhouten parket ; сосновый пол ; Beige ; 1_0x1_0
139C ; RoomTexFloorTile00 ; white mosaic-tile flooring ; しろいモザイクタイルのゆか ; 白色馬賽克磚地板 ; 白色马赛克砖地板 ; 하얀 모자이크 타일 바닥 ; sol mosaïque blanche ; Weiß-Minifliesenboden ; suelo alicatado blanco ; pavimento mosaico bianco ; witte mozaïektegelvloer ; белый мозаичный пол ; White ; 1_0x1_0
139D ; RoomTexFloorGold00 ; golden flooring ; おうごんのゆか ; 黃金地板 ; 黄金地板 ; 황금 바닥 ; sol d'or ; Goldboden ; suelo dorado ; pavimento d'oro ; gouden vloer ; золотой пол ; Yellow ; 1_0x1_0
139E ; RoomTexFloorCountry00 ; light parquet flooring ; ライトなパーケットフローリング ; 淺色拼花地板 ; 浅色拼花地板 ; 밝은 쪽모이 바닥 ; sol parquet clair ; Hell-Rautenparkett ; parqué rombos claro ; parquet chiaro ; licht ruitparket ; щитовой паркет ; Beige ; 1_0x1_0
139F ; RoomTexFloorDot00 ; monochromatic dot flooring ; モノクロドットカーペット ; 灰階配色點點地板 ; 单色配色点点地毯 ; 흑백 도트 카펫 바닥 ; moquette à pois simple ; Grau-Punktboden ; suelo topos monocromo ; pavimento a pois semplice ; grijze stippelvloer ; пол в горошек ; Gray ; 1_0x1_0
13A0 ; RoomTexFloorFishPop00 ; marine pop flooring ; なみもようのゆか ; 波浪圖案地板 ; 波浪图案地板 ; 물결무늬 바닥 ; sol marin pop ; Aquaboden ; suelo olas marinas ; pavimento marino ; zwiependezeevloer ; пол с волнами ; Blue ; 1_0x1_0
13A1 ; RoomTexFloorCountry01 ; dark parquet flooring ; ダークなパーケットフローリング ; 深色拼花地板 ; 深色拼花地板 ; 어두운 쪽모이 바닥 ; sol parquet foncé ; Dunkel-Rautenparkett ; parqué rombos oscuro ; parquet scuro ; donker ruitparket ; темный щитовой паркет ; Black ; 1_0x1_0
13A2 ; RoomTexFloorDot01 ; mint dot flooring ; ミントドットカーペット ; 薄荷綠點點地板 ; 薄荷绿点点地毯 ; 민트 도트 카펫 바닥 ; moquette à pois menthe ; Grün-Punktboden ; suelo topos menta ; pavimento a pois turchese ; groene stippelvloer ; зеленый пол в горошек ; Green ; 1_0x1_0
13A3 ; RoomTexFloorDot02 ; red dot flooring ; レッドドットカーペット ; 紅色點點地板 ; 红色点点全屋地毯 ; 레드 도트 카펫 바닥 ; moquette à pois rouge ; Rot-Punktboden ; suelo topos rojo ; pavimento a pois rosso ; rode stippelvloer ; красный пол в горошек ; Red ; 1_0x1_0
13A4 ; RoomTexFloorDot04 ; blue dot flooring ; ブルードットカーペット ; 藍色點點地板 ; 蓝色点点全屋地毯 ; 블루 도트 카펫 바닥 ; moquette à pois bleue ; Blau-Punktboden ; suelo topos celeste ; pavimento a pois blu ; blauwe stippelvloer ; голубой пол в горошек ; Blue ; 1_0x1_0
13A6 ; RoomSpFloorWater00 ; water flooring ; みなものゆか ; 水面地板 ; 水面地板 ; 수면 바닥 ; sol eau ; Wasseroberfläche ; suelo fondo piscina ; pavimento acqua ; watervloer ; пол с прозрачной водой ; LightBlue ; 1_0x1_0
13A7 ; RoomTexFloorFlagStone00 ; flagstone flooring ; フラッグストーンなゆか ; 石板地板 ; 石板地板 ; 플래그스톤 바닥 ; sol pierre naturelle ; Sandsteinboden ; empedrado irregular ; pavimento lastricato ; leistenen vloer ; мощеный пол ; Beige ; 1_0x1_0
